objectid,ID,IGSID,title,CommodityList,CompanyList,longitude,latitude,DMSlon,DMSlat,WGS84lon,WGS84lat,q24k,q100k,q250k,plss,plssTOWNSHIP,plssRANGE,plssSECTION,plssQQSECTION,plssQSECTION,CountyName,SurfaceManagementAgency,FSAgencyName,OrangeNumber,ZIP,MiningDistrict,Placer,Underground,Surface,Drilled,Producer,Processing,LocationType,NameWeb,CommodityWeb,CompanyWeb,WebMercLon,WebMercLat,type,format,display_template,image_small,image_thumb,object_location
BA0025,55,BA0025,"Houlahan Property, Alex Houlahan's Property",lead,,-116.85,44.76,"116° 51' 32.05497600"" W","44° 45' 58.36532400"" N",-116.85,44.76,Cuddy Mountain,Mc Call,Baker,17N 04W NESE,17N,04W,31,NESE,SE,Washington,BLM;Payette NF,Payette NF,49,83610,,0,1,0,0,0,0,1,|Houlahan Property|Alex Houlahan's Property|,|lead|,,-116.85,44.76,text,record,record,,,
BA0026,56,BA0026,"Matheny Prospect, Metheny Prospect",copper; iron,,-116.83,44.76,"116° 50' 24.04885200"" W","44° 45' 42.34597200"" N",-116.84,44.76,Cuddy Mountain,Mc Call,Baker,17N 04W SESE,17N,04W,32,SESE,SE,Washington,USFS;Payette NF,Payette NF,47,83610,,0,1,0,0,0,0,1,|Matheny Prospect|Metheny Prospect|,|copper|iron|,,-116.84,44.76,text,record,record,,,
BA0027,57,BA0027,"Belmont Mine, Belmont Claim",silver; zinc; manganese; lead,,-116.85,44.75,"116° 51' 13.04578800"" W","44° 45' 12.35779200"" N",-116.85,44.75,Cuddy Mountain,Mc Call,Baker,16N 04W SWNW,16N,04W,5,SWNW,NW,Washington,STATEFG;DEPT. OF F. & G.;Payette NF,Payette NF,46,83610,,0,1,0,0,0,1,1,|Belmont Mine|Belmont Claim|,|silver|zinc|manganese|lead|,,-116.85,44.75,text,record,record,,,
BA0028,58,BA0028,"Iron Cap, Unnamed location, Big Cut",,,-116.83,44.75,"116° 49' 53.05155600"" W","44° 45' 10.37840400"" N",-116.83,44.75,Cuddy Mountain,Mc Call,Baker,16N 04W SENW,16N,04W,4,SENW,NW,Washington,USFS;Payette NF,Payette NF,45,83610,,0,0,0,0,0,0,1,|Iron Cap|Unnamed location|Big Cut|,,,-116.83,44.75,text,record,record,,,
BA0029,59,BA0029,Unnamed Location,,,-116.82,44.74,"116° 49' 29.03862000"" W","44° 44' 53.35072800"" N",-116.82,44.74,Advent Gulch,Mc Call,Baker,16N 04W SWSE,16N,04W,4,SWSE,SE,Washington,USFS;Payette NF,Payette NF,43,83610,Cuddy Mountain,0,0,0,0,0,0,1,||,,,-116.82,44.74,text,record,record,,,
BA0030,60,BA0030,Four V Prospect,copper; gold; silver,,-116.81,44.75,"116° 48' 45.87390000"" W","44° 45' 25.28280000"" N",-116.81,44.75,Cuddy Mountain,Mc Call,Baker,16N 04W NENW,16N,04W,3,NENW,NW,Washington,USFS;Payette NF,Payette NF,44,83610,Cuddy Mountain,0,0,0,1,0,0,0,|Four V Prospect|,|copper|gold|silver|,,-116.81,44.75,text,record,record,,,
BA0031,61,BA0031,Unnamed location,,,-116.79,44.75,"116° 47' 44.02435200"" W","44° 45' 35.36319600"" N",-116.79,44.75,Cuddy Mountain,Mc Call,Baker,17N 04W SWSW,17N,04W,35,SWSW,SW,Washington,USFS;Payette NF,Payette NF,37,83610,Cuddy Mountain,0,0,0,0,0,0,1,|Unnamed location|,,,-116.79,44.75,text,record,record,,,
BA0032,62,BA0032,"Railroad Mine, Held Mine, Heald",gold; silver; bismuth; copper,,-116.79,44.76,"116° 47' 38.04831600"" W","44° 45' 44.36316000"" N",-116.79,44.76,Cuddy Mountain,Mc Call,Baker,17N 04W SWSW,17N,04W,35,SWSW,SW,Washington,PRIVATE;Payette NF,Payette NF,36,83610,Cuddy Mountain,0,1,0,0,1,0,1,|Railroad Mine|Held Mine|Heald|,|gold|silver|bismuth|copper|,,-116.79,44.76,text,record,record,,,
BA0033,63,BA0033,"East Brownlee Creek Prospects, Brownlee Creek Copper Deposits",copper,Acaplomo Mining and Development Company Limited,-116.82,44.75,"116° 49' 36.02305200"" W","44° 45' 08.36254800"" N",-116.82,44.75,Cuddy Mountain,Mc Call,Baker,16N 04W NWSE,16N,04W,4,NWSE,SE,Washington,USFS;Payette NF,Payette NF,38,83610,,0,0,0,0,0,0,1,|East Brownlee Creek Prospects|Brownlee Creek Copper Deposits|,|copper|,|Acaplomo Mining and Development Company Limited|,-116.82,44.75,text,record,record,,,
BA0034,64,BA0034,"I.X.L. Mine, IXLX, IXL Mine, Cuddy Mountain Project",copper; molybdenum; gold; zinc; silver; lead,American Exploration; Amoco Minerals; Amselco Exploration Incorporated; Idaho Copper Mining and Smelting Company; idaho Mining and Smelting Company,-116.78,44.73,"116° 46' 53.04586800"" W","44° 44' 22.35609600"" N",-116.78,44.73,Advent Gulch,Mc Call,Baker,16N 04W SENE,16N,04W,11,SENE,NE,Washington,USFS;Payette NF,Payette NF,39,83610,Cuddy Mountain,0,1,0,0,0,0,1,|I.X.L. Mine|IXLX|IXL Mine|Cuddy Mountain Project|,|copper|molybdenum|gold|zinc|silver|lead|,|Idaho Copper Mining and Smelting Company|idaho Mining and Smelting Company|,-116.78,44.73,text,record,record,,,
BA0035,65,BA0035,Climax Prospect,copper; silver,,-116.81,44.73,"116° 48' 50.19271200"" W","44° 43' 56.36341200"" N",-116.81,44.73,Advent Gulch,Mc Call,Baker,16N 04W SWSW,16N,04W,10,SWSW,SW,Washington,USFS;Payette NF,Payette NF,42,83610,Cuddy Mountain,0,0,0,0,0,0,0,|Climax Prospect|,|copper|silver|,,-116.81,44.73,text,record,record,,,
BA0036,66,BA0036,"Iron Prospect, South Cuddy Iron Deposit",iron; copper,,-116.8,44.72,"116° 48' 18.87166800"" W","44° 43' 43.40373600"" N",-116.8,44.72,Advent Gulch,Mc Call,Baker,16N 04W NWNE,16N,04W,15,NWNE,NE,Washington,USFS;Payette NF,Payette NF,41,83610,Cuddy Mountain,0,0,0,0,0,0,0,|Iron Prospect|South Cuddy Iron Deposit|,|iron|copper|,,-116.8,44.72,text,record,record,,,
BA0037,67,BA0037,Rush Creek Copper Occurrence,copper,,-116.73,44.69,"116° 44' 20.18356800"" W","44° 41' 59.36622000"" N",-116.73,44.69,Rush Peak,Mc Call,Baker,16N 03W NENE,16N,03W,30,NENE,NE,Washington,USFS;Payette NF,Payette NF,51,83610,,0,0,0,0,0,0,0,|Rush Creek Copper Occurrence|,|copper|,,-116.73,44.69,text,record,record,,,
BA0038,68,BA0038,Goodrich Creek Canyon Prospect,copper,,-116.6,44.71,"116° 36' 37.93150800"" W","44° 42' 48.32928000"" N",-116.61,44.71,Goodrich,Mc Call,Baker,16N 02W NWNW,16N,02W,20,NWNW,NW,Adams,USFS;Payette NF,Payette NF,24,83612,Cuddy Mountain,0,0,0,0,0,0,0,|Goodrich Creek Canyon Prospect|,|copper|,,-116.61,44.71,text,record,record,,,
BA0039,69,BA0039,"Sturgill Bar Placer, Sturgill Creek Placer, Last Chance",gold; silver,,-117.06,44.69,"117° 03' 59.07189600"" W","44° 41' 46.36161600"" N",-117.06,44.69,Sturgill Creek,Baker,Baker,16N 06W SWNE,16N,06W,28,SWNE,NE,Washington,BLM;Payette NF,Payette NF,53,83610,,1,0,0,0,1,0,1,|Sturgill Bar Placer|Sturgill Creek Placer|Last Chance|,|gold|silver|,,-117.06,44.69,text,record,record,,,
BA0040,70,BA0040,Reilly Manganese Prospect,manganese,,-117.04,44.69,"117° 02' 36.05330400"" W","44° 41' 25.51837200"" N",-117.04,44.69,Sturgill Creek,Baker,Baker,16N 06W SESE,16N,06W,27,SESE,SE,Washington,STATE;PUBLIC SCHOOLS;Payette NF,Payette NF,52,83610,,0,0,0,0,0,0,0,|Reilly Manganese Prospect|,|manganese|,,-117.04,44.69,text,record,record,,,
BA0041,71,BA0041,"Adams' Sturgill Creek Property, Sturgill Creek Mine",iron; manganese,,-117.04,44.67,"117° 03' 01.97330400"" W","44° 40' 36.19855200"" N",-117.05,44.67,Sturgill Creek,Baker,Baker,16N 06W SESW,16N,06W,34,SESW,SW,Washington,PRIVATE;Payette NF,Payette NF,54,83610,,0,0,0,0,0,0,0,|Adams' Sturgill Creek Property|Sturgill Creek Mine|,|iron|manganese|,,-117.05,44.67,text,record,record,,,
BA0042,72,BA0042,"Zinnia, Johnson Bar",silver; gold,,-117.08,44.67,"117° 04' 53.21611200"" W","44° 40' 18.19786800"" N",-117.08,44.67,Sturgill Creek,Baker,Baker,15N 06W NENE,15N,06W,5,NENE,NE,Washington,BLM;Payette NF,Payette NF,197,83672,,0,0,0,0,1,0,0,|Zinnia|Johnson Bar|,|silver|gold|,,-117.08,44.67,text,record,record,,,
BA0043,73,BA0043,Sheep Creek Property,manganese,,-117.08,44.65,"117° 05' 14.09589600"" W","44° 39' 25.27808400"" N",-117.08,44.65,Sturgill Creek,Baker,Baker,15N 06W NWNE,15N,06W,8,NWNE,NE,Washington,BLM;Payette NF,Payette NF,55,83672,,0,0,0,0,0,0,0,|Sheep Creek Property|,|manganese|,,-117.08,44.65,text,record,record,,,
BA0044,74,BA0044,"Golden Grain Placer, Nagging Wife Placer",gold; silver,,-117.09,44.64,"117° 05' 56.21622000"" W","44° 38' 27.31819200"" N",-117.09,44.64,Sturgill Creek,Baker,Baker,,,,,,,Washington,,,196,,,1,0,0,0,1,0,0,|Golden Grain Placer|Nagging Wife Placer|,|gold|silver|,,-117.09,44.64,text,record,record,,,
BA0045,75,BA0045,Smith #3,gold; silver,,-117.11,44.61,"117° 06' 58.13672400"" W","44° 37' 04.51833600"" N",-117.11,44.61,Monroe Butte,Baker,Baker,,,,,,,,,Payette NF,198,83672,Mineral,0,0,0,0,1,0,0,|Smith #3|,|gold|silver|,,-117.11,44.61,text,record,record,,,
BA0046,76,BA0046,J. G. Hill Prospect,manganese,,-117.1,44.61,"117° 06' 13.13532000"" W","44° 36' 54.43876800"" N",-117.1,44.61,Monroe Butte,Baker,Baker,15N 06W SESE,15N,06W,19,SESE,SE,Washington,PRIVATE;Payette NF,Payette NF,56,83672,Mineral,0,0,0,0,0,0,0,|J. G. Hill Prospect|,|manganese|,,-117.1,44.61,text,record,record,,,
BA0047,77,BA0047,Virginia L. Claims,mercury,,-117.11,44.59,"117° 07' 08.21586000"" W","44° 35' 46.39887600"" N",-117.11,44.59,Monroe Butte,Baker,Baker,15N 06W SWNW,15N,06W,31,SWNW,NW,Washington,BLM;Payette NF,Payette NF,57,83672,Mineral,0,1,0,0,0,0,0,|Virginia L. Claims|,|mercury|,,-117.11,44.59,text,record,record,,,
BA0048,78,BA0048,Submarine Placer,gold,The Submarine Gold Mining Company Incorporated,-117.12,44.58,"117° 07' 21.06757200"" W","44° 35' 01.36309200"" N",-117.12,44.58,Monroe Butte,Baker,Baker,,,,,,,Washington,,Payette NF,204,83672,Mineral,1,0,0,0,0,0,1,|Submarine Placer|,|gold|,|The Submarine Gold Mining Company Incorporated|,-117.12,44.58,text,record,record,,,
BA0049,79,BA0049,Rock Island Gypsum,gypsum,Pivot Rock Mining Company; Rock Island Gypsum Company,-117.08,44.53,"117° 05' 16.03345200"" W","44° 31' 56.36143200"" N",-117.08,44.53,Monroe Butte,Baker,Baker,14N 06W NWSE,14N,06W,20,NWSE,SE,Washington,BLM;Payette NF,Payette NF,58,83672,Mineral,0,0,0,0,0,0,1,|Rock Island Gypsum|,|gypsum|,|Pivot Rock Mining Company|Rock Island Gypsum Company|,-117.08,44.53,text,record,record,,,
BA0050,80,BA0050,Unnamed location,,,-117.05,44.58,"117° 03' 18.88912800"" W","44° 35' 17.24078400"" N",-117.05,44.58,Monroe Butte,Baker,Baker,15N 06W SWSW,15N,06W,34,SWSW,SW,Washington,PRIVATE;Payette NF,Payette NF,89,83672,Mineral,0,0,0,0,0,0,0,|Unnamed location|,,,-117.05,44.58,text,record,record,,,
BA0051,81,BA0051,Liberty Mine,silver; copper; gold; lead; zinc,,-117.07,44.57,"117° 04' 22.97020800"" W","44° 34' 29.36067600"" N",-117.07,44.57,Monroe Butte,Baker,Baker,14N 06W SESW,14N,06W,4,SESW,SW,Washington,PRIVATE;Payette NF,Payette NF,86,83672,Mineral,0,0,0,0,0,0,0,|Liberty Mine|,|silver|copper|gold|lead|zinc|,,-117.07,44.57,text,record,record,,,
BA0052,82,BA0052,Gypsum Deposit,gypsum,,-117.07,44.57,"117° 04' 43.13060400"" W","44° 34' 18.20060400"" N",-117.07,44.57,Monroe Butte,Baker,Baker,14N 06W SWSW,14N,06W,4,SWSW,SW,Washington,BLM;Payette NF,Payette NF,88,83672,Mineral,0,0,0,0,0,0,0,|Gypsum Deposit|,|gypsum|,,-117.07,44.57,text,record,record,,,
BA0053,83,BA0053,"Eagan, Egan Mine",gold; silver; lead; zinc; antimony; copper,,-117.07,44.57,"117° 04' 21.16999200"" W","44° 34' 18.20074800"" N",-117.07,44.57,Monroe Butte,Baker,Baker,14N 06W SESW,14N,06W,4,SESW,SW,Washington,PRIVATE;Payette NF,Payette NF,87,83672,Mineral,0,1,0,0,1,0,0,|Eagan|Egan Mine|,|gold|silver|lead|zinc|antimony|copper|,,-117.07,44.57,text,record,record,,,
BA0054,84,BA0054,"Boone Mine, Boon",silver; copper; gold; lead; zinc,,-117.07,44.56,"117° 04' 18.03766800"" W","44° 34' 01.35289200"" N",-117.07,44.56,Monroe Butte,Baker,Baker,14N 06W SENW,14N,06W,9,SENW,NW,Washington,PRIVATE;Payette NF,Payette NF,85,83672,Mineral,0,1,0,0,0,0,1,|Boone Mine|Boon|,|silver|copper|gold|lead|zinc|,,-117.07,44.56,text,record,record,,,
BA0055,85,BA0055,"Enterprise Mine, McCurkle-Shane Mine, McCorkle, McCorkle-Shane, Silver-Cable Mining Co.",silver; copper; gold; lead; zinc,Silver-Cable Mining Company,-117.06,44.56,"117° 04' 12.06152400"" W","44° 34' 03.36892800"" N",-117.07,44.56,Monroe Butte,Baker,Baker,14N 06W SWNE,14N,06W,9,SWNE,NE,Washington,PRIVATE;Payette NF,Payette NF,84,83672,Mineral,0,0,0,0,1,0,1,|Enterprise Mine|McCurkle-Shane Mine|McCorkle|McCorkle-Shane|Silver-Cable Mining Co.|,|silver|copper|gold|lead|zinc|,|Silver-Cable Mining Company|,-117.07,44.56,text,record,record,,,
BA0056,86,BA0056,Tate Prospect,copper; zinc; silver,,-117.05,44.56,"117° 03' 27.88833600"" W","44° 34' 06.32125200"" N",-117.05,44.56,Monroe Butte,Baker,Baker,14N 06W NWNW,14N,06W,10,NWNW,NW,Washington,BLM;Payette NF,Payette NF,80,83672,Mineral,0,0,0,0,0,0,0,|Tate Prospect|,|copper|zinc|silver|,,-117.05,44.56,text,record,record,,,
BA0057,87,BA0057,Gold Peak,silver; lead; copper; zinc,,-117.06,44.56,"117° 04' 12.06130800"" W","44° 33' 48.35703600"" N",-117.07,44.56,Monroe Butte,Baker,Baker,14N 06W NWSE,14N,06W,9,NWSE,SE,Washington,BLM;Payette NF,Payette NF,83,83672,Mineral,0,1,0,0,0,0,1,|Gold Peak|,|silver|lead|copper|zinc|,,-117.07,44.56,text,record,record,,,
BA0059,88,BA0059,"Condor, Con Dor, Jessie",gold; silver; zinc; copper,Condor Mines Incorporated,-117.05,44.56,"117° 03' 38.04037200"" W","44° 33' 49.36528800"" N",-117.06,44.56,Monroe Butte,Baker,Baker,14N 06W NESE,14N,06W,9,NESE,SE,Washington,BLM;Payette NF,Payette NF,81,83672,Mineral,0,0,0,0,1,0,1,|Condor|Con Dor|Jessie|,|gold|silver|zinc|copper|,|Condor Mines Incorporated|,-117.06,44.56,text,record,record,,,
BA0060,89,BA0060,"Mariah, Black Maria, Maria Mine",silver; copper; lead; gold; zinc,,-117.07,44.56,"117° 04' 17.06541600"" W","44° 33' 46.37703600"" N",-117.07,44.56,Monroe Butte,Baker,Baker,14N 06W NESW,14N,06W,9,NESW,SW,Washington,BLM;Payette NF,Payette NF,79,83672,Mineral,0,1,0,0,0,0,1,|Mariah|Black Maria|Maria Mine|,|silver|copper|lead|gold|zinc|,,-117.07,44.56,text,record,record,,,
BA0061,90,BA0061,Black Hawk Mine,gold; silver; zinc; lead; copper,,-117.06,44.56,"117° 04' 04.03298400"" W","44° 33' 42.34514400"" N",-117.06,44.56,Monroe Butte,Baker,Baker,14N 06W NWSE,14N,06W,9,NWSE,SE,Washington,BLM;Payette NF,Payette NF,78,83672,Mineral,0,1,0,0,1,1,1,|Black Hawk Mine|,|gold|silver|zinc|lead|copper|,,-117.06,44.56,text,record,record,,,
BA0062,91,BA0062,"Silver Still Mine, North Star Property, Addie, Sam and Eagle Group, Sam Group, Eagle Group",gold; silver; copper; zinc; lead; antimony; tin,Idaho Mineral Mining Company; Silver Still Mining Company,-117.06,44.56,"117° 03' 46.03248000"" W","44° 33' 40.36528800"" N",-117.06,44.56,Monroe Butte,Baker,Baker,14N 06W NESE,14N,06W,9,NESE,SE,Washington,BLM;Payette NF,Payette NF,77,83672,Mineral,0,1,0,0,1,0,1,|Silver Still Mine|North Star Property|Addie|Sam and Eagle Group|Sam Group|Eagle Group|,|gold|silver|copper|zinc|lead|antimony|tin|,|Idaho Mineral Mining Company|Silver Still Mining Company|,-117.06,44.56,text,record,record,,,
BA0063,92,BA0063,"King Prospect, Silver King",silver; lead; copper; zinc,,-117.05,44.55,"117° 03' 35.08794000"" W","44° 33' 25.28150400"" N",-117.05,44.55,Monroe Butte,Baker,Baker,14N 06W NWNW,14N,06W,15,NWNW,NW,Washington,BLM;Payette NF,Payette NF,76,83672,Mineral,0,0,0,0,0,0,0,|King Prospect|Silver King|,|silver|lead|copper|zinc|,,-117.05,44.55,text,record,record,,,
BA0064,93,BA0064,"Bell Mine, Silver Bell",copper; silver; lead; zinc,Silver Bell Mining and Milling Company,-117.05,44.55,"117° 03' 28.03168800"" W","44° 33' 19.37761200"" N",-117.05,44.55,Monroe Butte,Baker,Baker,14N 06W NWNW,14N,06W,15,NWNW,NW,Washington,BLM;Payette NF,Payette NF,75,83672,Mineral,0,1,0,0,0,0,1,|Bell Mine|Silver Bell|,|copper|silver|lead|zinc|,|Silver Bell Mining and Milling Company|,-117.05,44.55,text,record,record,,,
BA0065,94,BA0065,Black Jack Prospect,copper; silver; zinc,,-117.05,44.55,"117° 03' 22.12732800"" W","44° 33' 07.28172000"" N",-117.05,44.55,Monroe Butte,Baker,Baker,14N 06W SWNW,14N,06W,15,SWNW,NW,Washington,PRIVATE;Payette NF,Payette NF,74,83672,Mineral,0,0,0,0,0,0,0,|Black Jack Prospect|,|copper|silver|zinc|,,-117.05,44.55,text,record,record,,,
BA0066,95,BA0066,"Azurite Prospect, Salyer",copper; zinc; silver,,-117.04,44.56,"117° 03' 00.16718400"" W","44° 33' 37.52168400"" N",-117.05,44.56,Monroe Butte,Baker,Baker,14N 06W SESW,14N,06W,10,SESW,SW,Washington,BLM;Payette NF,Payette NF,73,83672,Mineral,0,1,0,0,0,0,0,|Azurite Prospect|Salyer|,|copper|zinc|silver|,,-117.05,44.56,text,record,record,,,
BA0067,96,BA0067,Dennett Creek Prospect,copper; zinc; silver,,-117.04,44.56,"117° 02' 38.92700400"" W","44° 34' 05.24161200"" N",-117.04,44.56,Monroe Butte,Baker,Baker,14N 06W NENE,14N,06W,10,NENE,NE,Washington,PRIVATE;Payette NF,Payette NF,72,83672,Mineral,0,0,0,0,0,0,0,|Dennett Creek Prospect|,|copper|zinc|silver|,,-117.04,44.56,text,record,record,,,
BA0068,97,BA0068,"Iron Mountain Gypsum, Gypsum Mine, Surface Mine, Silver Still Gypsum, Consumers Cooperative Association, Consumer Cooperative",gypsum,Silver Still Mining Company; Russett Mining and Manufacturing Company Incorporated,-117.03,44.56,"117° 02' 10.05424800"" W","44° 34' 08.37379200"" N",-117.03,44.56,Monroe Butte,Baker,Baker,14N 06W NWNW,14N,06W,11,NWNW,NW,Washington,USFS;Payette NF,Payette NF,71,83672,Mineral,0,0,0,0,0,0,1,|Iron Mountain Gypsum|Gypsum Mine|Surface Mine|Silver Still Gypsum|Consumers Cooperative Association|Consumer Cooperative|,|gypsum|,|Silver Still Mining Company|Russett Mining and Manufacturing Company Incorporated|,-117.03,44.56,text,record,record,,,
BA0069,98,BA0069,Abundance Mine,copper; zinc; gold; iron; silver,,-117.01,44.56,"117° 00' 57.04408800"" W","44° 33' 59.48240400"" N",-117.01,44.56,Monroe Butte,Baker,Baker,14N 06W SWNW,14N,06W,12,SWNW,NW,Washington,PRIVATE;Payette NF,Payette NF,70,83672,Mineral,0,1,0,0,0,0,0,|Abundance Mine|,|copper|zinc|gold|iron|silver|,,-117.01,44.56,text,record,record,,,
BA0070,99,BA0070,"Campbell Magnetite Deposit, Barton, Siegwein Claims, Campbell Deposit, Iron Mountain-Mortimer Mine",iron; copper; silver,,-117.01,44.56,"117° 00' 46.96362000"" W","44° 33' 45.44258400"" N",-117.01,44.56,Monroe Butte,Baker,Baker,14N 06W NESW,14N,06W,12,NESW,SW,Washington,USFS;Payette NF,Payette NF,69,83672,Mineral,0,0,0,0,0,0,0,|Campbell Magnetite Deposit|Barton|Siegwein Claims|Campbell Deposit|Iron Mountain-Mortimer Mine|,|iron|copper|silver|,,-117.01,44.56,text,record,record,,,
BA0071,100,BA0071,Montana Prospect,iron; copper,,-117.01,44.55,"117° 01' 02.08376400"" W","44° 33' 25.28262000"" N",-117.01,44.55,Monroe Butte,Baker,Baker,14N 06W SWSW,14N,06W,12,SWSW,SW,Washington,PRIVATE;Payette NF,Payette NF,68,83672,Mineral,0,1,0,0,0,0,0,|Montana Prospect|,|iron|copper|,,-117.01,44.55,text,record,record,,,
BA0072,101,BA0072,"Standard Specularite Prospect, Standard Hematite Deposit",copper; iron,,-117.02,44.55,"117° 01' 51.04480800"" W","44° 33' 04.40244000"" N",-117.03,44.55,Monroe Butte,Baker,Baker,14N 06W SENW,14N,06W,14,SENW,NW,Washington,PRIVATE;Payette NF,Payette NF,65,83672,Mineral,0,1,0,0,0,0,0,|Standard Specularite Prospect|Standard Hematite Deposit|,|copper|iron|,,-117.03,44.55,text,record,record,,,
BA0073,102,BA0073,Iron Mountain,gold; copper; iron,,-117.02,44.55,"117° 01' 26.20416000"" W","44° 33' 08.36258400"" N",-117.02,44.55,Monroe Butte,Baker,Baker,14N 06W SENE,14N,06W,14,SENE,NE,Washington,USFS;Payette NF,Payette NF,160,83672,Mineral,0,0,0,0,0,0,0,|Iron Mountain|,|gold|copper|iron|,,-117.02,44.55,text,record,record,,,
BA0074,103,BA0074,Iron Mountain Prospect,zinc; copper,,-117.01,44.55,"117° 00' 59.92333200"" W","44° 33' 00.44283600"" N",-117.01,44.55,Monroe Butte,Baker,Baker,14N 06W SWNW,14N,06W,13,SWNW,NW,Washington,USFS;Payette NF,Payette NF,67,83672,Mineral,0,0,0,0,0,0,0,|Iron Mountain Prospect|,|zinc|copper|,,-117.01,44.55,text,record,record,,,
BA0075,104,BA0075,Unnamed location,,,-117.06,44.54,"117° 03' 44.08740000"" W","44° 32' 30.20186400"" N",-117.06,44.54,Monroe Butte,Baker,Baker,14N 06W NENE,14N,06W,21,NENE,NE,Washington,BLM;Payette NF,Payette NF,159,83672,Mineral,0,0,0,0,0,0,0,|Unnamed location|,,,-117.06,44.54,text,record,record,,,
BA0076,105,BA0076,Thorn Spring Prospect,molybdenum; copper; zinc,,-117.06,44.52,"117° 04' 08.20711200"" W","44° 31' 25.40215200"" N",-117.06,44.52,Monroe Butte,Baker,Baker,14N 06W SWNE,14N,06W,28,SWNE,NE,Washington,PRIVATE;Payette NF,Payette NF,59,83672,Mineral,0,0,0,0,0,0,0,|Thorn Spring Prospect|,|molybdenum|copper|zinc|,,-117.06,44.52,text,record,record,,,
BA0077,106,BA0077,Unnamed location,gypsum,,-117.03,44.53,"117° 02' 25.96491600"" W","44° 32' 06.44262000"" N",-117.04,44.53,Monroe Butte,Baker,Baker,14N 06W NESE,14N,06W,22,NESE,SE,Washington,PRIVATE;Payette NF,Payette NF,60,83672,Mineral,0,0,0,0,0,0,0,|Unnamed location|,|gypsum|,,-117.04,44.53,text,record,record,,,
BA0078,107,BA0078,"Mortimer Mine, Mortimer Prospect, Iron Mountain Mining Co., Iron Mountain Mine, Shasta Mine",gold; silver; iron; antimony; copper,Iron Mountain Mining Company Incorporated; Shasta Mining Corporation,-117.02,44.54,"117° 01' 36.57198000"" W","44° 32' 35.89076400"" N",-117.02,44.54,Monroe Butte,Baker,Baker,14N 06W SWSE,14N,06W,14,SWSE,SE,Washington,USFS;Payette NF,Payette NF,63,83672,Mineral,0,1,0,0,0,0,1,|Mortimer Mine|Mortimer Prospect|Iron Mountain Mining Co.|Iron Mountain Mine|Shasta Mine|,|gold|silver|iron|antimony|copper|,|Iron Mountain Mining Company Incorporated|Shasta Mining Corporation|,-117.02,44.54,text,record,record,,,
BA0081,108,BA0081,"Thorson Silica Deposit, Jerry Nos. 1 2 & 3",silica,,-116.99,44.54,"116° 59' 37.12081200"" W","44° 32' 44.24355600"" N",-116.99,44.54,Sturgill Peak,Mc Call,Baker,14N 05W SESW,14N,05W,18,SESW,SW,Washington,USFS;Payette NF,Payette NF,66,83672,Mineral,0,0,0,0,0,0,0,|Thorson Silica Deposit|Jerry Nos. 1 2 & 3|,|silica|,,-116.99,44.54,text,record,record,,,
BA0082,109,BA0082,Gold Prospect,gold,,-116.97,44.63,"116° 58' 20.08351200"" W","44° 38' 17.24164800"" N",-116.97,44.63,Neil Gulch,Mc Call,Baker,15N 05W SENW,15N,05W,17,SENW,NW,Washington,USFS;Payette NF,Payette NF,90,83610,,0,0,0,0,0,0,0,|Gold Prospect|,|gold|,,-116.97,44.63,text,record,record,,,
BA0083,110,BA0083,Gabbro Prospect,copper,,-116.94,44.61,"116° 56' 29.91937200"" W","44° 37' 01.28301600"" N",-116.94,44.61,Sturgill Peak,Mc Call,Baker,15N 05W SESE,15N,05W,21,SESE,SE,Washington,USFS;Payette NF,Payette NF,91,83672,Mineral,0,0,0,0,0,0,0,|Gabbro Prospect|,|copper|,,-116.94,44.61,text,record,record,,,
BA0084,111,BA0084,Skarn Prospect,copper,,-116.92,44.6,"116° 55' 47.07782400"" W","44° 36' 34.28355600"" N",-116.92,44.6,Sturgill Peak,Mc Call,Baker,15N 05W SENW,15N,05W,27,SENW,NW,Washington,USFS;Payette NF,Payette NF,92,83645,Mineral,0,0,0,0,0,0,0,|Skarn Prospect|,|copper|,,-116.92,44.6,text,record,record,,,
BA0085,112,BA0085,East Fork of Mann Creek Prospect,copper,,-116.94,44.59,"116° 56' 30.99829200"" W","44° 35' 43.52359200"" N",-116.94,44.59,Sturgill Peak,Mc Call,Baker,15N 05W SENE,15N,05W,33,SENE,NE,Washington,USFS;Payette NF,Payette NF,93,83645,Mineral,0,0,0,0,0,0,0,|East Fork of Mann Creek Prospect|,|copper|,,-116.94,44.59,text,record,record,,,
BA0086,113,BA0086,"Handy Mine, Rock Creek, Columbine Gypsum",gypsum,Snake River Gypsum Company,-117.21,44.45,"117° 12' 49.06602000"" W","44° 27' 31.36410000"" N",-117.21,44.45,Henley Basin,Brogan,Baker,13N 07W SWSW,13N,07W,17,SWSW,SW,Washington,BLM;Payette NF,Payette NF,100,83672,,0,0,0,0,0,0,1,|Handy Mine|Rock Creek|Columbine Gypsum|,|gypsum|,|Snake River Gypsum Company|,-117.21,44.45,text,record,record,,,
